meal_time,spicy,diet,gluten_free,dairy_free,cuisine,budget,prep_time,protein_pref,health_goal,label_meal
lunch,low,vegetarian,no,yes,middle_eastern,high,medium,medium,maintain,Vegan Buddha Bowl
lunch,high,none,yes,no,asian,low,medium,medium,gain,Margherita Pizza
dinner,medium,vegetarian,yes,yes,mediterranean,high,long,medium,maintain,Beef Burrito
lunch,high,keto,no,yes,asian,medium,quick,medium,maintain,Keto Salmon Salad
lunch,low,vegan,yes,yes,american,low,long,low,gain,Vegan Buddha Bowl
snack,high,vegan,yes,yes,middle_eastern,high,quick,medium,maintain,Vegan Buddha Bowl
snack,medium,vegetarian,no,yes,mediterranean,low,medium,low,lose,Vegan Buddha Bowl
breakfast,low,vegetarian,yes,yes,asian,medium,long,medium,lose,Beef Burrito
breakfast,high,vegetarian,yes,yes,asian,low,medium,low,maintain,Spicy Chicken Bowl
lunch,medium,vegan,yes,yes,asian,low,long,high,lose,Vegan Buddha Bowl
breakfast,low,none,yes,yes,mediterranean,low,quick,high,maintain,Keto Salmon Salad
breakfast,low,none,yes,yes,american,medium,medium,medium,gain,Margherita Pizza
lunch,low,vegetarian,yes,no,mexican,low,long,medium,lose,Beef Burrito
lunch,low,none,yes,yes,mexican,medium,long,high,lose,Beef Burrito
lunch,low,vegan,yes,no,middle_eastern,high,medium,medium,gain,Vegan Buddha Bowl
breakfast,low,vegan,no,no,middle_eastern,medium,long,medium,maintain,Vegan Buddha Bowl
snack,high,vegan,yes,yes,asian,medium,medium,low,lose,Vegan Buddha Bowl
dinner,low,none,yes,yes,mediterranean,medium,quick,high,gain,Margherita Pizza
snack,low,keto,no,yes,mexican,high,quick,high,lose,Keto Salmon Salad
lunch,high,none,yes,no,mexican,low,medium,medium,lose,Margherita Pizza
dinner,low,none,no,yes,american,high,long,medium,lose,Vegan Buddha Bowl
snack,medium,vegan,no,no,mediterranean,high,quick,medium,maintain,Vegan Buddha Bowl
dinner,low,keto,yes,no,american,high,medium,low,lose,Keto Salmon Salad
dinner,low,none,no,yes,mexican,low,long,high,maintain,Beef Burrito
snack,high,keto,yes,no,american,medium,long,high,gain,Keto Salmon Salad
dinner,high,keto,yes,yes,middle_eastern,medium,quick,medium,gain,Beef Burrito
snack,low,vegan,yes,no,mexican,medium,long,high,gain,Beef Burrito
breakfast,low,none,yes,no,mexican,high,long,high,lose,Beef Burrito
dinner,medium,vegetarian,no,no,mexican,low,quick,low,gain,Margherita Pizza
snack,low,vegetarian,yes,yes,asian,low,medium,low,maintain,Margherita Pizza
lunch,high,vegetarian,no,no,american,medium,quick,high,gain,Margherita Pizza
lunch,medium,vegan,yes,no,middle_eastern,medium,quick,high,maintain,Keto Salmon Salad
breakfast,medium,none,yes,yes,american,medium,long,medium,maintain,Beef Burrito
lunch,low,none,no,no,american,high,medium,medium,gain,Margherita Pizza
dinner,medium,vegetarian,no,yes,asian,low,quick,low,gain,Margherita Pizza
dinner,high,vegetarian,yes,no,mexican,low,quick,high,gain,Margherita Pizza
lunch,low,none,no,yes,american,high,quick,high,gain,Spicy Chicken Bowl
lunch,high,vegan,yes,yes,mexican,low,quick,medium,maintain,Beef Burrito
lunch,high,none,no,yes,american,medium,quick,low,maintain,Spicy Chicken Bowl
lunch,medium,none,no,no,american,high,medium,low,maintain,Keto Salmon Salad
breakfast,low,none,yes,no,mediterranean,high,medium,medium,gain,Margherita Pizza
breakfast,high,keto,yes,no,mexican,medium,quick,high,maintain,Keto Salmon Salad
breakfast,medium,keto,no,yes,mediterranean,medium,quick,high,gain,Keto Salmon Salad
dinner,medium,vegan,yes,no,asian,low,medium,high,gain,Beef Burrito
lunch,medium,keto,no,no,mexican,high,long,low,maintain,Beef Burrito
breakfast,low,none,yes,yes,asian,high,medium,low,maintain,Spicy Chicken Bowl
lunch,medium,keto,no,no,mediterranean,high,quick,high,lose,Keto Salmon Salad
snack,high,keto,no,no,asian,medium,long,medium,gain,Spicy Chicken Bowl
dinner,low,none,no,no,mexican,medium,quick,low,gain,Margherita Pizza
breakfast,low,vegan,yes,yes,mediterranean,high,medium,high,lose,Vegan Buddha Bowl
snack,medium,vegetarian,no,yes,asian,low,medium,low,lose,Margherita Pizza
lunch,high,keto,yes,yes,asian,high,quick,high,lose,Spicy Chicken Bowl
breakfast,low,vegan,yes,no,mexican,high,long,medium,lose,Vegan Buddha Bowl
breakfast,medium,vegetarian,no,yes,mediterranean,low,long,medium,lose,Margherita Pizza
lunch,high,keto,no,yes,mediterranean,medium,quick,medium,gain,Beef Burrito
dinner,high,vegetarian,yes,no,mexican,high,medium,low,maintain,Beef Burrito
snack,medium,vegan,yes,yes,mediterranean,high,long,high,maintain,Vegan Buddha Bowl
breakfast,high,none,yes,no,asian,medium,long,low,gain,Spicy Chicken Bowl
dinner,high,keto,no,no,asian,low,quick,low,gain,Spicy Chicken Bowl
lunch,medium,vegan,no,yes,mediterranean,low,quick,high,maintain,Vegan Buddha Bowl
lunch,low,vegetarian,yes,no,mexican,medium,medium,high,gain,Beef Burrito
dinner,high,vegan,yes,no,mediterranean,low,quick,low,lose,Vegan Buddha Bowl
dinner,medium,vegetarian,yes,no,mexican,low,long,high,lose,Beef Burrito
dinner,high,keto,yes,yes,asian,medium,long,low,lose,Spicy Chicken Bowl
dinner,high,vegan,yes,no,mexican,medium,long,medium,lose,Beef Burrito
snack,medium,none,no,no,asian,low,medium,medium,lose,Margherita Pizza
breakfast,medium,keto,no,no,mexican,medium,medium,medium,lose,Beef Burrito
lunch,medium,vegan,yes,no,mediterranean,medium,long,low,lose,Vegan Buddha Bowl
lunch,medium,none,yes,no,mexican,high,quick,high,maintain,Margherita Pizza
lunch,low,vegan,yes,no,asian,medium,medium,medium,gain,Vegan Buddha Bowl
lunch,medium,vegetarian,yes,yes,middle_eastern,medium,quick,high,lose,Keto Salmon Salad
dinner,high,keto,no,yes,asian,high,quick,low,gain,Spicy Chicken Bowl
breakfast,medium,none,yes,yes,american,low,quick,high,lose,Margherita Pizza
lunch,low,vegan,yes,no,mediterranean,low,long,medium,lose,Vegan Buddha Bowl
lunch,low,keto,no,yes,middle_eastern,high,medium,high,lose,Keto Salmon Salad
lunch,high,vegan,no,yes,mediterranean,medium,medium,high,gain,Spicy Chicken Bowl
lunch,medium,vegan,yes,no,mexican,medium,long,low,lose,Vegan Buddha Bowl
lunch,medium,none,yes,yes,mediterranean,high,quick,medium,maintain,Margherita Pizza
dinner,high,keto,yes,yes,asian,low,medium,medium,gain,Spicy Chicken Bowl
snack,low,vegan,no,yes,middle_eastern,high,quick,medium,gain,Vegan Buddha Bowl
snack,low,keto,yes,yes,mexican,medium,long,high,maintain,Keto Salmon Salad
lunch,medium,none,no,no,asian,high,medium,low,gain,Margherita Pizza
breakfast,low,vegetarian,yes,no,mexican,high,long,low,maintain,Beef Burrito
lunch,high,keto,yes,no,middle_eastern,high,medium,medium,gain,Spicy Chicken Bowl
lunch,low,none,yes,no,middle_eastern,low,long,high,lose,Margherita Pizza
lunch,low,keto,no,yes,asian,medium,long,high,lose,Keto Salmon Salad
dinner,medium,vegetarian,yes,yes,mediterranean,high,quick,high,maintain,Beef Burrito
dinner,medium,vegan,yes,yes,mexican,high,medium,high,maintain,Vegan Buddha Bowl
dinner,medium,none,no,yes,mediterranean,medium,medium,low,lose,Keto Salmon Salad
breakfast,low,keto,yes,yes,mexican,low,quick,low,maintain,Keto Salmon Salad
breakfast,medium,vegan,no,no,american,low,medium,low,maintain,Margherita Pizza
snack,high,vegan,yes,yes,american,medium,quick,medium,lose,Vegan Buddha Bowl
snack,low,vegetarian,no,yes,mediterranean,high,long,low,lose,Vegan Buddha Bowl
lunch,low,vegan,no,yes,american,low,quick,medium,maintain,Vegan Buddha Bowl
snack,low,keto,yes,yes,middle_eastern,low,medium,high,maintain,Keto Salmon Salad
lunch,low,vegetarian,no,no,middle_eastern,high,long,medium,lose,Vegan Buddha Bowl
breakfast,high,vegan,yes,yes,american,high,medium,low,maintain,Vegan Buddha Bowl
dinner,medium,vegan,no,no,mexican,low,long,medium,lose,Beef Burrito
breakfast,high,keto,no,no,american,low,quick,high,maintain,Keto Salmon Salad
lunch,medium,keto,yes,yes,american,high,quick,medium,gain,Keto Salmon Salad
snack,medium,keto,yes,no,middle_eastern,high,quick,low,lose,Keto Salmon Salad
lunch,low,vegan,no,yes,american,high,medium,low,lose,Vegan Buddha Bowl
snack,medium,keto,yes,yes,middle_eastern,high,quick,medium,lose,Keto Salmon Salad
dinner,low,vegan,no,yes,american,high,long,medium,gain,Vegan Buddha Bowl
dinner,high,vegan,no,yes,american,high,medium,medium,maintain,Beef Burrito
breakfast,low,vegetarian,yes,yes,asian,low,medium,medium,lose,Margherita Pizza
lunch,high,none,no,no,american,medium,quick,low,gain,Margherita Pizza
snack,low,none,no,yes,middle_eastern,low,quick,medium,maintain,Margherita Pizza
breakfast,high,keto,no,yes,mexican,medium,long,high,lose,Spicy Chicken Bowl
dinner,high,keto,yes,yes,middle_eastern,high,long,medium,gain,Spicy Chicken Bowl
snack,medium,keto,yes,no,mexican,medium,quick,low,gain,Margherita Pizza
lunch,high,vegan,yes,no,american,medium,long,high,lose,Vegan Buddha Bowl
lunch,low,none,yes,yes,asian,high,quick,medium,lose,Spicy Chicken Bowl
dinner,high,keto,yes,yes,middle_eastern,medium,quick,medium,maintain,Keto Salmon Salad
breakfast,medium,vegan,no,yes,mexican,high,medium,high,lose,Vegan Buddha Bowl
breakfast,low,none,no,no,mediterranean,medium,quick,medium,gain,Margherita Pizza
dinner,high,vegetarian,no,yes,mediterranean,medium,medium,high,gain,Spicy Chicken Bowl
snack,high,vegetarian,no,no,mediterranean,medium,medium,low,maintain,Margherita Pizza
snack,low,none,yes,yes,mediterranean,low,quick,medium,lose,Margherita Pizza
lunch,medium,vegetarian,yes,yes,american,low,medium,high,lose,Keto Salmon Salad
breakfast,medium,none,yes,yes,american,medium,long,high,maintain,Keto Salmon Salad
lunch,low,none,no,no,american,medium,quick,low,maintain,Margherita Pizza
breakfast,medium,vegetarian,no,no,asian,low,medium,high,lose,Margherita Pizza
breakfast,medium,keto,no,no,mexican,medium,long,low,maintain,Keto Salmon Salad
lunch,low,vegetarian,yes,yes,mexican,low,quick,medium,gain,Margherita Pizza
lunch,high,keto,no,yes,mediterranean,low,medium,low,maintain,Keto Salmon Salad
lunch,low,keto,yes,no,asian,high,medium,medium,gain,Keto Salmon Salad
dinner,low,vegan,yes,no,american,low,medium,medium,lose,Vegan Buddha Bowl
snack,low,keto,yes,yes,mexican,medium,long,high,gain,Keto Salmon Salad
breakfast,high,vegetarian,no,yes,mediterranean,high,quick,high,gain,Spicy Chicken Bowl
dinner,high,vegan,no,no,mexican,medium,quick,low,maintain,Beef Burrito
lunch,medium,none,yes,no,american,high,medium,medium,gain,Margherita Pizza
snack,medium,vegetarian,yes,no,mexican,medium,medium,medium,gain,Beef Burrito
snack,high,none,yes,no,mexican,low,long,medium,gain,Margherita Pizza
snack,low,none,yes,no,asian,medium,quick,high,maintain,Margherita Pizza
dinner,high,none,no,no,american,low,long,low,lose,Spicy Chicken Bowl
dinner,low,keto,yes,no,middle_eastern,low,quick,high,gain,Keto Salmon Salad
snack,medium,vegetarian,no,yes,mexican,medium,long,low,maintain,Beef Burrito
snack,medium,vegan,no,yes,asian,high,medium,medium,maintain,Vegan Buddha Bowl
dinner,high,vegetarian,no,yes,mexican,medium,medium,medium,lose,Beef Burrito
dinner,high,vegan,no,yes,mexican,high,quick,high,gain,Beef Burrito
lunch,low,keto,no,no,asian,low,medium,high,gain,Keto Salmon Salad
snack,medium,vegan,no,yes,mexican,medium,long,medium,maintain,Beef Burrito
dinner,high,keto,yes,yes,american,low,quick,medium,maintain,Keto Salmon Salad
lunch,high,vegetarian,no,no,asian,medium,long,high,maintain,Spicy Chicken Bowl
dinner,low,vegetarian,yes,yes,mexican,high,long,medium,lose,Beef Burrito
breakfast,low,vegan,no,no,asian,medium,quick,low,lose,Vegan Buddha Bowl
dinner,medium,keto,no,no,mexican,high,long,high,maintain,Beef Burrito
breakfast,high,keto,no,yes,mexican,high,quick,low,lose,Beef Burrito
lunch,low,vegetarian,yes,no,american,medium,medium,medium,maintain,Keto Salmon Salad
lunch,low,vegan,yes,no,american,medium,quick,high,lose,Vegan Buddha Bowl
breakfast,low,vegan,yes,no,mexican,high,long,high,lose,Vegan Buddha Bowl
dinner,high,vegetarian,yes,yes,middle_eastern,medium,medium,low,maintain,Spicy Chicken Bowl
breakfast,low,keto,yes,no,mediterranean,high,medium,low,maintain,Keto Salmon Salad
breakfast,low,none,no,no,mexican,medium,medium,medium,lose,Beef Burrito
snack,low,keto,no,no,asian,high,quick,medium,gain,Keto Salmon Salad
dinner,low,vegan,no,yes,mexican,medium,quick,low,gain,Beef Burrito
lunch,low,vegetarian,no,no,asian,high,medium,medium,gain,Spicy Chicken Bowl
snack,low,vegetarian,yes,no,asian,medium,quick,high,gain,Margherita Pizza
snack,medium,none,yes,yes,mexican,medium,medium,low,gain,Beef Burrito
breakfast,medium,keto,no,yes,mediterranean,high,medium,high,gain,Keto Salmon Salad
lunch,low,vegetarian,yes,yes,american,medium,long,low,lose,Vegan Buddha Bowl
dinner,medium,vegan,no,no,asian,low,medium,high,maintain,Beef Burrito
breakfast,low,keto,no,yes,mexican,low,medium,medium,gain,Beef Burrito
dinner,medium,none,yes,yes,mexican,high,long,low,lose,Beef Burrito
breakfast,medium,none,no,yes,asian,medium,quick,low,lose,Margherita Pizza
snack,high,vegetarian,yes,yes,mediterranean,high,medium,medium,maintain,Keto Salmon Salad
snack,medium,vegan,yes,yes,mediterranean,high,quick,high,lose,Vegan Buddha Bowl
dinner,medium,vegan,no,no,american,medium,quick,low,gain,Vegan Buddha Bowl
breakfast,high,vegan,no,no,american,low,long,low,gain,Margherita Pizza
dinner,low,keto,no,no,asian,medium,quick,medium,lose,Keto Salmon Salad
snack,low,none,yes,yes,middle_eastern,low,medium,medium,maintain,Margherita Pizza
lunch,medium,keto,no,no,mediterranean,medium,medium,high,maintain,Keto Salmon Salad
breakfast,high,none,no,no,asian,high,long,medium,maintain,Spicy Chicken Bowl
snack,low,none,no,yes,mexican,high,medium,high,maintain,Beef Burrito
dinner,low,vegetarian,no,no,middle_eastern,medium,long,medium,gain,Beef Burrito
lunch,medium,vegetarian,no,yes,middle_eastern,high,medium,low,lose,Vegan Buddha Bowl
dinner,high,vegan,yes,yes,middle_eastern,medium,medium,high,gain,Vegan Buddha Bowl
lunch,low,keto,yes,no,mexican,high,quick,high,lose,Keto Salmon Salad
dinner,medium,vegan,yes,no,american,high,long,high,maintain,Beef Burrito
breakfast,medium,keto,yes,yes,mexican,low,quick,medium,maintain,Keto Salmon Salad
lunch,medium,vegan,no,no,mexican,medium,quick,low,gain,Beef Burrito
lunch,low,vegetarian,no,yes,mediterranean,high,medium,low,gain,Margherita Pizza
lunch,low,vegetarian,no,no,american,low,long,high,maintain,Beef Burrito
dinner,medium,keto,no,no,mediterranean,high,long,high,gain,Keto Salmon Salad
dinner,medium,keto,yes,no,middle_eastern,medium,medium,low,maintain,Keto Salmon Salad
snack,high,vegetarian,yes,no,middle_eastern,low,medium,medium,gain,Margherita Pizza
breakfast,medium,vegan,yes,no,mexican,high,long,low,lose,Vegan Buddha Bowl
lunch,low,none,yes,yes,mediterranean,low,quick,medium,maintain,Margherita Pizza
breakfast,medium,vegan,no,no,mexican,low,quick,medium,gain,Beef Burrito
breakfast,medium,vegetarian,yes,yes,mexican,low,quick,high,lose,Beef Burrito
dinner,high,vegetarian,no,no,mediterranean,low,long,medium,lose,Margherita Pizza
snack,high,none,yes,yes,middle_eastern,low,long,medium,gain,Spicy Chicken Bowl
lunch,high,vegetarian,no,yes,middle_eastern,medium,quick,low,gain,Margherita Pizza
lunch,high,vegetarian,no,no,middle_eastern,medium,medium,high,maintain,Spicy Chicken Bowl
snack,high,vegan,yes,no,mediterranean,low,medium,medium,lose,Vegan Buddha Bowl
lunch,low,vegetarian,yes,no,american,medium,quick,high,maintain,Keto Salmon Salad
snack,high,none,no,yes,mexican,low,medium,medium,maintain,Beef Burrito
lunch,high,keto,yes,yes,mediterranean,medium,medium,medium,gain,Keto Salmon Salad
lunch,low,keto,yes,no,mexican,low,quick,medium,lose,Keto Salmon Salad
lunch,medium,keto,yes,no,asian,medium,quick,medium,maintain,Keto Salmon Salad
lunch,low,vegetarian,no,yes,asian,medium,medium,low,lose,Vegan Buddha Bowl
breakfast,low,none,yes,yes,middle_eastern,high,medium,medium,gain,Vegan Buddha Bowl
breakfast,medium,vegetarian,no,yes,mediterranean,low,long,medium,maintain,Beef Burrito
dinner,medium,keto,yes,no,asian,high,quick,high,lose,Keto Salmon Salad
dinner,low,vegetarian,yes,no,mediterranean,low,long,low,maintain,Margherita Pizza
snack,low,vegan,no,yes,middle_eastern,low,quick,high,lose,Vegan Buddha Bowl
dinner,high,none,yes,yes,american,medium,long,medium,maintain,Spicy Chicken Bowl
breakfast,low,vegan,no,yes,american,medium,medium,medium,gain,Vegan Buddha Bowl
breakfast,medium,none,yes,yes,asian,high,medium,medium,lose,Vegan Buddha Bowl
lunch,medium,vegan,no,no,american,medium,quick,medium,gain,Beef Burrito
breakfast,high,keto,yes,yes,mediterranean,medium,medium,low,lose,Keto Salmon Salad
dinner,high,none,no,yes,mexican,low,medium,high,lose,Beef Burrito
breakfast,high,vegetarian,no,no,asian,low,medium,low,gain,Margherita Pizza
lunch,low,keto,yes,no,asian,high,medium,low,maintain,Keto Salmon Salad
snack,high,vegan,no,yes,mediterranean,low,medium,low,lose,Vegan Buddha Bowl
dinner,high,keto,yes,yes,middle_eastern,high,medium,medium,maintain,Keto Salmon Salad
lunch,medium,keto,yes,yes,mexican,high,quick,high,maintain,Keto Salmon Salad
breakfast,high,vegetarian,yes,no,mediterranean,low,medium,medium,gain,Margherita Pizza
lunch,high,none,no,yes,mediterranean,high,long,medium,maintain,Beef Burrito
dinner,high,keto,yes,no,middle_eastern,high,long,medium,lose,Keto Salmon Salad
dinner,high,vegetarian,no,no,mediterranean,high,long,high,gain,Spicy Chicken Bowl
breakfast,low,vegan,yes,no,american,high,long,high,lose,Vegan Buddha Bowl
breakfast,high,none,yes,yes,american,low,long,medium,gain,Margherita Pizza
breakfast,low,keto,no,no,american,low,long,low,lose,Keto Salmon Salad
dinner,low,none,yes,no,american,medium,long,high,maintain,Spicy Chicken Bowl
snack,high,none,yes,yes,mexican,high,medium,low,lose,Spicy Chicken Bowl
lunch,high,keto,yes,no,asian,low,long,medium,lose,Spicy Chicken Bowl
snack,high,none,yes,no,mediterranean,low,quick,high,gain,Margherita Pizza
snack,medium,keto,yes,yes,american,high,medium,medium,maintain,Keto Salmon Salad
snack,medium,keto,no,yes,american,medium,long,medium,maintain,Keto Salmon Salad
dinner,high,vegetarian,yes,no,american,low,quick,medium,maintain,Margherita Pizza
lunch,high,keto,no,yes,mexican,medium,medium,medium,maintain,Beef Burrito
lunch,medium,keto,no,yes,mexican,medium,medium,low,maintain,Beef Burrito
dinner,high,keto,yes,no,mediterranean,high,quick,medium,lose,Keto Salmon Salad
lunch,medium,vegan,no,no,american,high,long,high,gain,Beef Burrito
dinner,medium,vegan,no,yes,mediterranean,medium,quick,low,lose,Vegan Buddha Bowl
breakfast,low,none,no,no,american,high,long,medium,maintain,Margherita Pizza
breakfast,high,keto,yes,no,asian,medium,long,medium,lose,Keto Salmon Salad
breakfast,high,vegan,no,yes,mediterranean,high,long,high,maintain,Spicy Chicken Bowl
dinner,high,vegan,no,yes,asian,medium,quick,medium,lose,Vegan Buddha Bowl
dinner,medium,vegan,no,no,american,high,quick,low,maintain,Vegan Buddha Bowl
breakfast,high,vegan,no,yes,mexican,medium,quick,low,lose,Vegan Buddha Bowl
breakfast,high,vegan,yes,yes,mediterranean,medium,long,high,lose,Vegan Buddha Bowl
snack,medium,none,no,yes,asian,high,quick,medium,maintain,Margherita Pizza
